COD_PRESTAZIONE,COD_ATC5,DESCRIZIONE,QUANTITA,VDS,UM,GG,UNITA_POSOLOGIA,TITOLARE_AIC
0037718018,J01MA02,CIPROFLOXACINA DOC*10CPR 250MG,"0000000001,000",O,g,"2,5000000000",10,DOC GENERICI Srl
0037720012,J01FA09,CLARITROMICINA SA*8CPR 250MG,"0000000000,500",O,g,"4,0000000000",8,SANDOZ SpA
0037720051,J01FA09,CLARITROMICINA SA*15CPR 250MG,"0000000000,500",O,g,"7,5000000000",15,SANDOZ SpA
0037720113,J01FA09,CLARITROMICINA SA*50CPR 250MG,"0000000000,500",O,g,"25,0000000000",50,SANDOZ SpA
0037720188,J01FA09,CLARITROMICINA SA*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,SANDOZ SpA
0037720277,J01FA09,CLARITROMICINA SA*50CPR 500MG,"0000000000,500",O,g,"50,0000000000",50,SANDOZ SpA
0037658073,J02AC01,MICONIX*INF FL 200ML 400MG/200,"0000000000,200",P,g,"2,0000000000",1,GENETIC SpA
0037695121,J01MA02,CIPROFLOXACINA KRKA*20CPR 750M,"0000000001,000",O,g,"15,0000000000",20,KRKA FARMACEUTICI MILANO Srl
0037695172,J01MA02,CIPROFLOXACINA KRKA*12CPR750MG,"0000000001,000",O,g,"9,0000000000",12,KRKA FARMACEUTICI MILANO Srl
0037751043,L02BB03,BICALUTAMIDE IBI*14CPR RIV50MG,"0000000050,000",O,mg,"14,0000000000",14,IBIGEN Srl
0037751094,L02BB03,BICALUTAMIDE IBI*84CPR RIV50MG,"0000000050,000",O,mg,"84,0000000000",84,IBIGEN Srl
0037812031,L02BB03,BICALUTAMIDE RAT*10CPR RIV 50M,"0000000050,000",O,mg,"10,0000000000",10,RATIOPHARM ITALIA Srl
0037812171,L02BB03,BICALUTAMIDE RAT*7CPR RIV 150M,"0000000050,000",O,mg,"21,0000000000",7,RATIOPHARM ITALIA Srl
0037812219,L02BB03,BICALUTAMIDE RAT*28CPR RIV 150,"0000000050,000",O,mg,"84,0000000000",28,RATIOPHARM ITALIA Srl
0037833047,J01FA09,CLARITROMICINA HEX*12CPR 250MG,"0000000000,500",O,g,"6,0000000000",12,SANDOZ SpA
0037791151,L02BB03,BICALUTAMIDE AUR*280CPRRIV50MG,"0000000050,000",O,mg,"280,0000000000",280,AUROBINDO PHARMA ITALIA Srl
0037792064,J02AC01,FLUCONAZOLO RAT*5FL200ML2MG/ML,"0000000000,200",P,g,"10,0000000000",5,RATIOPHARM ITALIA Srl
0037833098,J01FA09,CLARITROMICINA HEX*50CPR 250MG,"0000000000,500",O,g,"25,0000000000",50,SANDOZ SpA
0037833213,J01FA09,CLARITROMICINA HEX*42CPR 500MG,"0000000000,500",O,g,"42,0000000000",42,SANDOZ SpA
0037833249,J01FA09,CLARITROMICINA HEX*60CPR 500MG,"0000000000,500",O,g,"60,0000000000",60,SANDOZ SpA
0037795010,J02AC01,FLUCONAZOLO GP*7CPS 50MG,"0000000000,200",O,g,"1,7500000000",7,GERMED PHARMA Srl
0037803044,L01XA03,OXALIPLATINO WIN*INF 100MG/20M,,,,,1,WINTHROP PHARM.ITALIA Srl
0037807043,L01CD01,PACLITAXEL SAN*EV FL300MG 6MG/,"0000000015,000",P,mg,"20,0000000000",1,SANDOZ SpA
0037879069,J02AC01,FLUCONAZOLO DOC G*30CPS 50MG,"0000000000,200",O,g,"7,5000000000",30,DOC GENERICI Srl
0037879083,J02AC01,FLUCONAZOLO DOC*100CPS 50MG,"0000000000,200",O,g,"25,0000000000",100,DOC GENERICI Srl
0037879160,J02AC01,FLUCONAZOLO DOC G*1CPS 150MG,"0000000000,200",O,g,"0,7500000000",1,DOC GENERICI Srl
0037879184,J02AC01,FLUCONAZOLO DOC G*4CPS 150MG,"0000000000,200",O,g,"3,0000000000",4,DOC GENERICI Srl
0037882065,J06BA01,VIVAGLOBIN*SC 1FL 3ML 160MG/ML,"0000000000,250",P,g,"1,9200000000",1,CSL BEHRING GmbH
0037973017,J01FA10,AZITROMICINA SA*OS SOSP 600MG,"0000000000,300",O,g,"2,0000000000",1,SANDOZ SpA
0037973043,J01FA10,AZITROMICINA SA*OS SOSP 1200MG,"0000000000,300",O,g,"4,0000000000",1,SANDOZ SpA
0037882089,J06BA01,VIVAGLOBIN*SC 1FL 20ML 160MG/M,,,,,1,CSL BEHRING GmbH
0037952013,L02BG03,ANASTROZOLO MY*10CPR RIV 1MG,"0000000001,000",O,mg,"10,0000000000",10,MYLAN SpA
0037952088,L02BG03,ANASTROZOLO MY*60CPR RIV 1MG,"0000000001,000",O,mg,"60,0000000000",60,MYLAN SpA
0037952138,L02BG03,ANASTROZOLO MY*300CPR RIV1MG,"0000000001,000",O,mg,"300,0000000000",300,MYLAN SpA
0037953054,L02BG03,ANASTROZOLO ZENT*30CPR RIV 1MG,,,,,30,ZENTIVA ITALIA Srl
0037954031,J01CR02,AUGMENTIN*12CPR RIV875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,BB FARMA Srl
0037954082,J01CR02,AUGMENTIN*12CPR RIV875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,BB FARMA Srl
0038059022,J06BB04,KEYVENB*EV 1FL 50ML 2500UI+SET,"0000000000,500",P,TU,"5,0000000000",1,KEDRION SpA
0037989086,L04AA24,ORENCIA*SC 4SIR 125MG/ML,"0000000027,000",P,mg,"18,5190000000",4,BRISTOL-MYERS SQUIBB Srl
0037989098,L04AA24,ORENCIA*SC 12SIR 125MG/ML,"0000000027,000",P,mg,"55,5550000000",12,BRISTOL-MYERS SQUIBB Srl
0037994023,J01XX01,FOSFOMICINA MY*AD OS 2BUST 3G,"0000000003,000",O,g,"2,0000000000",2,MYLAN SpA
0037996079,J02AC01,ZEFLUN*INF FL 200ML 400MG,"0000000000,200",P,g,"2,0000000000",1,S.F. GROUP Srl
0038040010,J01XX01,FOSFOMICINA EG*AD OS 1BUST 3G,"0000000003,000",O,g,"1,0000000000",1,EG SpA
0037984010,J01MA02,CIPROFLOXACINA SA*EV 5FL 100ML,"0000000000,800",P,g,"1,2500000000",5,SANDOZ SpA
0038165015,L01CX01,"YONDELIS*EV 1FL POLV 0,25MG","0000000000,129",P,mg,"1,9440000000",1,PHARMA MAR Srl
0038101059,L02BG03,ANASTROZOLO TEVA*30CPR RIV 1MG,,,,,30,TEVA ITALIA Srl
0038101061,L02BG03,ANASTROZOLO TEVA*56CPR RIV 1MG,,,,,56,TEVA ITALIA Srl
0038101097,L02BG03,ANASTROZOLO TEVA*90CPR RIV 1MG,,,,,90,TEVA ITALIA Srl
0038089049,L01BC05,EMIDAN*INF 1FL 1000MG,,,,,,SANDOZ SpA
0038181018,J01CR05,"TAZOPENIL*IM 1FL 2G+0,25G/4ML","0000000014,000",P,g,"0,1430000000",1,MAGIS FARMACEUTICI Srl
0038106062,J05AB09,FAMCICLOVIR TEVA*1CPR RIV250MG,"0000000000,750",O,g,"0,3330000000",1,TEVA ITALIA Srl
0038106237,J05AB09,FAMCICLOVIR TEVA*56CPR RIV500M,"0000000000,750",O,g,"37,3330000000",56,TEVA ITALIA Srl
0038097109,L01XA03,OXALIPLATINO MY*EV 5FL 100MG,,,,,5,MYLAN SpA
0038097123,L01XA03,OXALIPLATINO MY*EV 50FL 100MG,,,,,50,MYLAN SpA
0038108027,J01MA02,BATTIZER*6CPR RIV 500MG,"0000000001,000",O,g,"3,0000000000",6,S.F. GROUP Srl
0038138032,J05AX09,CELSENTRI*60CPR RIV 150MG,"0000000000,600",O,g,"15,0000000000",60,VIIV HEALTHCARE Srl
0038138133,J05AX09,CELSENTRI*OS FL 230ML 20MG/ML,"0000000000,600",O,g,"7,6670000000",1,VIIV HEALTHCARE Srl
0038120073,J07BM02,"CERVARIX*IM 10SIR 0,5ML+20AGHI",,,,,10,GLAXOSMITHKLINE SpA
0038312056,J05AX08,ISENTRESS*OS GRAT 60BUST 100MG,"0000000000,800",O,g,"7,5000000000",60,MSD ITALIA Srl
0038251068,J02AC01,FLUCONAZOLO ARI*1FL 100ML,"0000000000,200",P,g,"1,0000000000",1,ARISTO PHARMA GMBH
0038251132,J02AC01,FLUCONAZOLO ARI*7FL 200ML,"0000000000,200",P,g,"14,0000000000",7,ARISTO PHARMA GMBH
0038279028,J01MA02,CIPROFLOXACINA LIM*10FL 200MG,"0000000000,800",P,g,"2,5000000000",10,BIOINDUSTRIA L.I.M. SpA
0038291011,J01CR02,AUGMENTIN*OS 12BUST875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,PROGRAMMI SANIT.INTEGRATI Srl
0038200097,J07BD54,PRIORIX TETRA*SC 100FL+100F,"0000000001,000",P,f,"100,0000000000",100,GLAXOSMITHKLINE SpA
0038399061,L02BB03,BICALUTAMIDE EU*100CPR RIV50MG,"0000000050,000",O,mg,"100,0000000000",100,EG SpA
0038399085,L02BB03,BICALUTAMIDE EU*14CPR RIV 50MG,"0000000050,000",O,mg,"14,0000000000",14,EG SpA
0038399111,L02BB03,BICALUTAMIDE EU*56CPR RIV 50MG,"0000000050,000",O,mg,"56,0000000000",56,EG SpA
0038399147,L02BB03,BICALUTAMIDE EU*90CPR RIV 50MG,"0000000050,000",O,mg,"90,0000000000",90,EG SpA
0038399162,L02BB03,BICALUTAMIDE EU*14CPR RIV 50MG,"0000000050,000",O,mg,"14,0000000000",14,EG SpA
0038350017,L01XX19,IRINOTECAN TEVA*1FL 40MG 2ML,"0000000030,000",P,mg,"1,3330000000",1,TEVA ITALIA Srl
0038452013,L01XA03,OXALIPLATINO CRINOS*INF FL50MG,"0000000010,900",P,mg,"4,5870000000",1,CRINOS SpA
0038352074,L02BB03,BICALUTAMIDE TEVA*60CPR RIV50M,"0000000050,000",O,mg,"60,0000000000",60,TEVA ITALIA Srl
0038462026,L01DB03,EPIRUBICINA SAND*EV 5FL 5ML,"0000000006,500",P,mg,"7,6920000000",5,SANDOZ SpA
0038462040,L01DB03,EPIRUBICINA SAND*EV 1FL 25ML,"0000000006,500",P,mg,"30,7690000000",1,SANDOZ SpA
0038462053,L01DB03,EPIRUBICINA SAND*EV 5FL 25ML,"0000000006,500",P,mg,"38,4610000000",5,SANDOZ SpA
0038462127,L01DB03,EPIRUBICINA SAND*EV 10FL 100ML,"0000000006,500",P,mg,"307,6920000000",10,SANDOZ SpA
0038328047,L01XE08,TASIGNA*112CPS 200MG,,,,"28,0000000000",112,NOVARTIS FARMA SpA
0038332045,L01BC02,FLUOROURACILE SAN*IV5000MG/100,"0000000000,100",P,g,"50,0000000000",1,SANDOZ SpA
0038334025,J01XD01,"METRONIDAZOLO NOV*EV 30FL 0,5G","0000000001,500",P,g,"10,0000000000",30,S.M.FARMACEUTICI Srl
0038586071,L02BB03,BICALUTAMIDE RAN*90CPR RIV50MG,"0000000050,000",O,mg,"90,0000000000",90,RANBAXY ITALIA SpA
0038586119,L02BB03,BICALUTAMIDE RAN*50CPR 50MG FL,"0000000050,000",O,mg,"50,0000000000",50,RANBAXY ITALIA SpA
0038505018,L02BB03,PRAXIS*28CPR RIV 50MG,"0000000050,000",O,mg,"28,0000000000",28,LISAPHARMA SpA
0038551026,L01BC05,GEMCITABINA RATIO*INF FL 1G,"0000000000,250",P,g,"4,0000000000",1,RATIOPHARM ITALIA Srl
0038552016,L01BC05,GEMCITABINA CRINOS*INF FL200MG,"0000000000,250",P,g,"0,8000000000",1,CRINOS SpA
0038558019,J01CR05,TEXTAZO*IM 1FL 2G+250MG/4ML,"0000000014,000",P,g,"0,1430000000",1,PHARMATEX ITALIA Srl
0038558021,J01CR05,TEXTAZO*EV 1FL 4G+500MG,"0000000014,000",P,g,"0,2860000000",1,PHARMATEX ITALIA Srl
0038530034,L02BB03,LUTAMID*28CPR RIV 150MG,"0000000050,000",O,mg,"84,0000000000",28,BIOMEDICA F.I.C.F.SpA IN FALL.
0038536013,L02BB03,SAFEDEX*10CPR RIV 50MG,"0000000050,000",O,mg,"10,0000000000",10,SANDOZ SpA
0038536049,L02BB03,SAFEDEX*28CPR RIV 50MG,"0000000050,000",O,mg,"28,0000000000",28,SANDOZ SpA
0038536165,L02BB03,SAFEDEX*28CPR RIV 150MG,"0000000050,000",O,mg,"84,0000000000",28,SANDOZ SpA
0038537027,L01CA04,BANFILOZ*5FL 1ML 10MG/ML,,,,,5,SANDOZ SpA
0038537054,L01CA04,BANFILOZ*5FL 5ML 10MG/ML,,,,,5,SANDOZ SpA
0038734012,L03AA02,"RATIOGRASTIM*1SIR 30MU 0,5ML","0000000000,350",P,mg,"0,8570000000",1,RATIOPHARM ITALIA Srl
0038667034,J01FA10,AZITROMICINA ZEN*8CPR RIV600MG,"0000000000,300",O,g,"16,0000000000",8,ZENTIVA ITALIA Srl
0038717031,J01CR05,PIPERACILLINA TA SA*EV 10FL2G+,"0000000014,000",P,g,"1,4290000000",10,SANDOZ SpA
0038717106,J01CR05,PIPERACILLINA TA SA*EV 50FL4G+,"0000000014,000",P,g,"14,2860000000",50,SANDOZ SpA
0038646016,J02AC01,FLUCONAZOLO MY*10CPS 100MG,"0000000000,200",O,g,"5,0000000000",10,MYLAN SpA
0038650014,J01FA10,AZITROERRE*3CPR RIV 500MG,"0000000000,300",O,g,"5,0000000000",3,FARTO Srl
0038803033,L02BB03,BICALUTAMIDE RAN*100CPR RIV150,"0000000050,000",O,mg,"300,0000000000",100,RANBAXY ITALIA SpA
0038804100,L01XX19,IRINOTECAN MY*5FL 15ML 20MG/ML,,,,,5,MYLAN SpA
0038826069,L01BA01,"ZOLCOFROX*INIET 4SIR 7,5MG","0000000030,000",P,mg,"1,0000000000",4,SANDOZ SpA
0038826184,L01BA01,ZOLCOFROX*INIET 4SIR 20MG,"0000000030,000",P,mg,"2,6670000000",4,SANDOZ SpA
0038878017,J01FA10,"AZITROMICINA RAT*OS 0,6G","0000000000,300",O,g,"2,0000000000",1,RATIOPHARM ITALIA Srl
0038878056,J01FA10,"AZITROMICINA RAT*OS SOSP 1,5G","0000000000,300",O,g,"5,0000000000",1,RATIOPHARM ITALIA Srl
0038826234,L01BA01,ZOLCOFROX*INIET 5SIR 25MG,"0000000030,000",P,mg,"4,1660000000",5,SANDOZ SpA
0038751020,L01XX19,IRINOTECAN FRE*1FL 5ML 20MG/ML,"0000000030,000",P,mg,"3,3330000000",1,FRESENIUS KABI ITALIA Srl
0038830067,L02BB03,BICALUTAMIDE CHI*100CPR RIV50M,"0000000050,000",O,mg,"100,0000000000",100,CHIESI FARMACEUTICI SpA
0038830269,L02BB03,BICALUTAMIDE CHI*50CPR 150MG,"0000000050,000",O,mg,"150,0000000000",50,CHIESI FARMACEUTICI SpA
0038832061,L02BB03,BICALUTAMIDE HIK*30CPR RIV150M,"0000000050,000",O,mg,"90,0000000000",30,HIKMA FARMACEUTICA S.A.
0038833012,J01XD01,METRONIDAZ.B.B.*EV 10FL 100ML,,,,,10,B.BRAUN MILANO SpA
0038876025,L02BB03,BICALUTAMIDE TEC*28CPR RIV50MG,"0000000050,000",O,mg,"28,0000000000",28,TECNIMEDE SOC.TECNICO-MED.S.A.
0038817021,J05AB11,VALACICLOVIR EG*21CPR 250MG,,,,,,EG SpA
0038818074,J05AB11,CREVIR*10CPR RIV 1000MG,,,,,,GENETIC SpA
0038819064,J05AB11,VALACICLOVIR MIT*42CPR 250MG,"0000000003,000",O,g,"3,5000000000",42,MITHRIDATUM LTD
0038838037,J02AC01,FLUCONAZOLO B.BR*50FL 50ML2MG/,"0000000000,200",P,g,"25,0000000000",50,B.BRAUN MILANO SpA
0038959197,L02BB03,BIKADER*5CPR RIV 150MG,"0000000050,000",O,mg,"15,0000000000",5,ECUPHARMA Srl
0038959247,L02BB03,BIKADER*28CPR RIV 150MG,"0000000050,000",O,mg,"84,0000000000",28,ECUPHARMA Srl
0038959348,L02BB03,BIKADER*140CPR RIV 150MG,"0000000050,000",O,mg,"420,0000000000",140,ECUPHARMA Srl
0038959351,L02BB03,BIKADER*200CPR RIV 150MG,"0000000050,000",O,mg,"600,0000000000",200,ECUPHARMA Srl
0038940033,J01GB03,GENTAMICINA B BRAUN*10FL 240MG,"0000000000,240",P,g,"10,0000000000",10,B.BRAUN MILANO SpA
0038971053,L01BC05,GEMCITABINA HOS*INF FL 2G,"0000000000,250",P,g,"8,0000000000",1,ICU MEDICAL ITALIA Srl
0038896167,L02BG03,ZONOSTROL*FL 56CPR RIV 1MG,,,,,,SANDOZ SpA
0038936035,L04AC05,"STELARA*SC 1SIR 0,5ML 45MG","0000000000,540",P,mg,"83,3330000000",1,JANSSEN CILAG SpA
0038959072,L02BB03,BIKADER*30CPR RIV 50MG,"0000000050,000",O,mg,"30,0000000000",30,ECUPHARMA Srl
0038959108,L02BB03,BIKADER*56CPR RIV 50MG,"0000000050,000",O,mg,"56,0000000000",56,ECUPHARMA Srl
0038959110,L02BB03,BIKADER*80CPR RIV 50MG,"0000000050,000",O,mg,"80,0000000000",80,ECUPHARMA Srl
0039039019,J01FA10,ZIMACROL*3CPR RIV 500MG,"0000000000,300",O,g,"5,0000000000",3,S.F. GROUP Srl
0039062183,J01DD04,CEFTRIAXONE SANDOZ*10FL2G 30ML,"0000000002,000",P,g,"10,0000000000",10,SANDOZ SpA
0039062260,J01DD04,CEFTRIAXONE SANDOZ*25FL2G 50ML,"0000000002,000",P,g,"25,0000000000",25,SANDOZ SpA
0039062132,J01DD04,CEFTRIAXONE SANDOZ*50FL 1G,"0000000002,000",P,g,"25,0000000000",50,SANDOZ SpA
0039062169,J01DD04,CEFTRIAXONE SANDOZ*5FL 2G 30ML,"0000000002,000",P,g,"5,0000000000",5,SANDOZ SpA
0039051038,J05AB11,VALACICLOVIR TEVA*6CPR 500MG,"0000000003,000",O,g,"1,0000000000",,TEVA ITALIA Srl
0039051204,J05AB11,VALACICLOVIR TEVA*4CPR 500MG,"0000000003,000",O,g,"0,6670000000",,TEVA ITALIA Srl
0039051216,J05AB11,VALACICLOVIR TEVA*6CPR 500MG,"0000000003,000",O,g,"1,0000000000",,TEVA ITALIA Srl
0039051228,J05AB11,VALACICLOVIR TEVA*10CPR 500MG,"0000000003,000",O,g,"1,6670000000",,TEVA ITALIA Srl
0039051230,J05AB11,VALACICLOVIR TEVA*24CPR 500MG,"0000000003,000",O,g,"4,0000000000",,TEVA ITALIA Srl
0039153440,L04AX03,"REUMAFLEX*25MG 0,50ML 12SIR","0000000002,500",P,mg,"120,0000000000",12,ALFASIGMA SpA
0039112089,L01BC05,GEMCITABINA SAND*EV 5FL 1000MG,,,,,5,SANDOZ SpA
0039153960,L04AX03,"REUMAFLEX*22,5MG 0,45ML 4SIR","0000000002,500",P,mg,"36,0000000000",1,ALFASIGMA SpA
0039124033,L02BG04,"CALANTHA*60CPR RIV 2,5MG","0000000002,500",O,mg,"60,0000000000",60,LANOVA FARMACEUTICI Srl
0039149087,J05AB11,VALACICLOVIR SAND*90CPR 500MG,"0000000003,000",O,g,"15,0000000000",90,SANDOZ SpA
0039104094,J07AL52,SYNFLORIX*IM 1FL 1ML MULTID,,,,,,GLAXOSMITHKLINE SpA
0039108055,J02AC01,FLUCONAZOLO HAM*1FL 100ML2MG/M,"0000000000,200",P,g,"1,0000000000",1,HAMELN PHARMA PLUS GmbH
0039108081,J02AC01,FLUCONAZOLO HAM*5FL 200ML2MG/M,"0000000000,200",P,g,"10,0000000000",5,HAMELN PHARMA PLUS GmbH
0039152184,J01MA12,LEVOFLOXACINA MG*7CPR 500MG,"0000000000,500",O,g,"7,0000000000",7,MYLAN SpA
0039152196,J01MA12,LEVOFLOXACINA MG*8CPR 500MG,"0000000000,500",O,g,"8,0000000000",8,MYLAN SpA
0039069012,J01FA10,TROZAMIL*3CPR RIV 500MG,"0000000000,300",O,g,"5,0000000000",3,SO.SE.PHARM Srl
0039152261,J01MA12,LEVOFLOXACINA MG*FL500CPR500MG,"0000000000,500",O,g,"500,0000000000",500,MYLAN SpA
0039153299,L04AX03,"REUMAFLEX*15MG 0,30ML 12SIR","0000000002,500",P,mg,"72,0000000000",12,ALFASIGMA SpA
0039153325,L04AX03,"REUMAFLEX*20MG 0,40ML 4SIR","0000000002,500",P,mg,"32,0000000000",4,ALFASIGMA SpA
0039153349,L04AX03,"REUMAFLEX*20MG 0,40ML 12SIR","0000000002,500",P,mg,"96,0000000000",12,ALFASIGMA SpA
0039220025,J07BA02,"IXIARO*IM 1SIR 0,5ML 6MCG","0000000001,000",P,f,"1,0000000000",1,VALNEVA AUSTRIA GmbH
0039251057,J01FA10,AZITROMICINA DOC*30CPR RIV 250,"0000000000,300",O,g,"25,0000000000",30,DOC GENERICI Srl
0039251196,J01FA10,AZITROMICINA DOC*FL6CPR RIV500,"0000000000,300",O,g,"10,0000000000",6,DOC GENERICI Srl
0039258025,J05AB11,VALACICLOVIR ACT*10CPR 250MG,"0000000003,000",O,g,"0,8330000000",10,ACTAVIS ITALY SpA
0039258088,J05AB11,VALACICLOVIR ACT*42CPR 250MG,"0000000003,000",O,g,"3,5000000000",42,ACTAVIS ITALY SpA
0039236017,L01BB05,FLUDARABINA ESP PH*1FL 50MG,,,,,1,ESP PHARMA LIMITED
0039258278,J05AB11,VALACICLOVIR ACT*90CPR 500MG,"0000000003,000",O,g,"15,0000000000",90,ACTAVIS ITALY SpA
0039258379,J05AB11,VALACICLOVIR ACT*21CPR RIV 1G,"0000000003,000",O,g,"7,0000000000",21,ACTAVIS ITALY SpA
0039258429,J05AB11,VALACICLOVIR ACT*60CPR 1000MG,"0000000003,000",O,g,"20,0000000000",60,ACTAVIS ITALY SpA
0039263037,L01XA02,CARBOPLATINO AHCL*EV 450MG/45M,"0000000000,025",P,g,"18,0000000000",1,ACCORD HEALTHCARE ITALIA Srl
0039191034,L02BG03,ANASTROZOLO HIK*30CPR RIV 1MG,,,,,,HIKMA FARMACEUTICA S.A.
0039197013,L01BC05,GEMCITABINA MG*1FL 200MG38MG/M,"0000000000,250",P,g,"0,8000000000",1,MYLAN SpA
0039241094,L02BB03,MIDELUT*30CPR RIV 150MG,"0000000050,000",O,mg,"90,0000000000",30,SOPHOS BIOTECH Srl
0039241118,L02BB03,MIDELUT*98CPR RIV 150MG,"0000000050,000",O,mg,"294,0000000000",98,SOPHOS BIOTECH Srl
0039242060,J01DB01,CEFALEXINA ACT*40CPS 500MG,"0000000002,000",O,g,"10,0000000000",40,ACTAVIS ITALY SpA
0039197049,L01BC05,GEMCITABINA MG*20FL38MG/ML200M,,,,,20,MYLAN SpA
0039197088,L01BC05,GEMCITABINA MG*20FL 1000MG38MG,,,,,,MYLAN SpA
0039244013,L01DB03,EPIRUBICINA AHCL*1FL5ML 2MG/ML,"0000000006,500",P,mg,"1,5380000000",1,ACCORD HEALTHCARE ITALIA Srl
0039244037,L01DB03,EPIRUBICINA AHCL*1F 25ML2MG/ML,"0000000006,500",P,mg,"7,6920000000",1,ACCORD HEALTHCARE ITALIA Srl
0039270018,L01BC05,"TABIN*1FL 5,26ML 200MG 38MG/ML","0000000000,250",P,g,"0,8000000000",1,CRINOS SpA
0039274016,J01DC10,CEFPROZIL OR*OS SOSP FL250MG/5,"0000000001,000",O,g,"3,0000000000",1,ORCHID EUROPE LTD
0039407046,L01CD01,PACLITAXEL ESP*1FL 300MG/50ML,,,,,1,ESP PHARMA LIMITED
0039449020,J01DH51,IMIPENEM CILAST RA*10FL500+500,"0000000002,000",P,g,"0,2500000000",10,RANBAXY ITALIA SpA
0039451012,J07BB02,CELVAPAN*IM 20FL 5ML,,,,,,BAXTER SpA
0039363039,J05AP01,RIBAVIRINA TEVA*168CPS 200MG,"0000000001,000",O,g,"33,6000000000",168,TEVA ITALIA Srl
0039457078,J06BA02,GAMTEN*INFUS 3FL200ML 100MG/ML,"0000000007,000",P,g,"2,8570000000",3,OCTAPHARMA ITALY SpA
0039423177,L02BB03,SATREXEM*140CPR RIV 150MG,,,,,140,SANDOZ SpA
0039392093,J05AB09,FAMCICLOVIR ACT*14CPR RIV500MG,"0000000000,750",O,g,"9,3330000000",14,ACTAVIS ITALY SpA
0039378017,J01MA02,URITENT*3CPR RIV 500MG RM,"0000000001,000",O,g,"1,5000000000",3,ROTTAPHARM SpA
0039398021,L01XE10,AFINITOR*60CPR 5MG,"0000000010,000",O,mg,"30,0000000000",60,NOVARTIS FARMA SpA
0039398108,L01XE10,"AFINITOR*90CPR 2,5MG","0000000010,000",O,mg,"22,5000000000",90,NOVARTIS FARMA SpA
0039404025,L02AE04,"FERTIPEPTIL*28SIR 0,1MG/1ML","0000000000,100",P,mg,"28,0000000000",28,FERRING SpA
0039405079,L01CD01,PACLITAXEL KABI*FL 25ML 6MG/ML,"0000000015,000",P,mg,"10,0000000000",1,FRESENIUS KABI ITALIA Srl
0039320027,J02AC01,FLUCONAZOLO ACT.IT*5FL 100ML,"0000000000,200",P,g,"5,0000000000",5,ACTAVIS ITALY SpA
0039492083,J01CA04,AMOXICILLINA SAND*30CPR RIV 1G,"0000000001,500",O,g,"20,0000000000",30,SANDOZ SpA
0039493010,J01CA04,AMOXICILLINA HEX*7CPR RIV 1G,"0000000001,500",O,g,"4,6670000000",7,SANDOZ SpA
0039493085,J01CA04,AMOXICILLINA HEX*50CPR RIV 1G,"0000000001,500",O,g,"33,3330000000",50,SANDOZ SpA
0039539059,L04AB05,CIMZIA*SC 2PEN 200MG 1ML+2SALV,"0000000014,000",P,mg,"28,5710000000",2,UCB PHARMA SpA
0039541091,L04AB06,"SIMPONI*SC PEN 45MG 0,45ML","0000000001,660",P,mg,"27,1080000000",1,MSD ITALIA Srl
0039578063,J01DC02,CEFUROXIMA TEVA*12CPR RIV250MG,"0000000000,500",O,g,"6,0000000000",12,TEVA ITALIA Srl
0039545076,J01CR02,AMOXICILLINA AC CLA AUR*12CPR,"0000000001,500",O,g,"7,0000000000",12,AUROBINDO PHARMA ITALIA Srl
0039545138,J01CR02,AMOXICILLINA AC CLA AUR*25CPR,"0000000001,500",O,g,"14,5830000000",25,AUROBINDO PHARMA ITALIA Srl
0039530011,J01DH51,IMIPENEM CILAST KA*10FL500+500,"0000000002,000",P,g,"2,5000000000",10,FRESENIUS KABI ITALIA Srl
0039550013,J07AL02,"PREVENAR 13*IM 1SIR 0,5ML",,,,,1,PFIZER Srl
0039550052,J07AL02,"PREVENAR 13*IM 50SIR 0,5ML",,,,,50,PFIZER Srl
0039632031,L02BG03,ANASTROZOLO AUR*20CPR RIV 1MG,,,,,20,AUROBINDO PHARMA ITALIA Srl
0039675018,J01MA12,LEVOFLOXACINA MY*1CPR 250MG,"0000000000,500",O,g,"0,5000000000",1,MYLAN SpA
0039675020,J01MA12,LEVOFLOXACINA MY*2CPR 250MG,"0000000000,500",O,g,"1,0000000000",2,MYLAN SpA
0039675071,J01MA12,LEVOFLOXACINA MY*10CPR 250MG,"0000000000,500",O,g,"5,0000000000",10,MYLAN SpA
0039675145,J01MA12,LEVOFLOXACINA MY*1CPR 500MG,"0000000000,500",O,g,"1,0000000000",1,MYLAN SpA
0039675196,J01MA12,LEVOFLOXACINA MY*8CPR 500MG,"0000000000,500",O,g,"8,0000000000",8,MYLAN SpA
0039675208,J01MA12,LEVOFLOXACINA MY*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,MYLAN SpA
0039762075,L01AX03,TEMOZOLOMIDE SAND*FL 5CPS 20MG,,,,,5,SANDOZ SpA
0039682051,L02BG03,ANASTROZOLO CHI*FL28CPR RIV1MG,,,,,,CHIESI FARMACEUTICI SpA
0039761073,L01AX03,TEMOZOLOMIDE HOSP*5CPS 20MG,,,,,5,ICU MEDICAL ITALIA Srl
0039761147,L01AX03,TEMOZOLOMIDE ACCORD*20CPS 140M,"0000000360,000",O,mg,"7,7770000000",20,ACCORD HEALTHCARE ITALIA Srl
